영업일자,영업장명,상품명,상품영문명,할인구분여부,판매수량
2024-02-06,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,4
2024-02-06,In Room Dining(K),(컨)찹스테이크,Beef Tenderloin Chop Steak,N,2
2024-02-06,In Room Dining(K),(컨)키위주스,Fresh Kiwi Juice,N,1
2024-02-06,In Room Dining(K),(컨)한국식 조찬,Korean Breakfast,N,8
2024-02-06,In Room Dining(K),(컨)해산물 빠에야(P),Langosta Seafood Paella,N,2
2024-02-06,In Room Dining(K),(컨)활 전복죽,Rice Porridge with Abalone,N,1
2024-02-06,In Room Dining(K),(컨)활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,1
2024-02-06,In Room Dining(K),(컨)후라이드 닭다리살과 오징어튀김,Fried Chicken Thighs and Fried Whole Calamari,N,2
2024-02-06,In Room Dining(K),1340문배주,Munbaeju,N,8
2024-02-06,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,3
2024-02-06,In Room Dining(K),계란후라이,Fried Eggs,N,2
2024-02-06,In Room Dining(K),곤드레 돌솥보리밥,Stone Cooked Barley Rice in Gondeure Soybean,N,2
2024-02-06,In Room Dining(K),공기밥,Steamed Rice,N,15
2024-02-06,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,11
2024-02-06,In Room Dining(K),꽃등심스테이크,Grilled Beef Rib-eye Steak with Red wine sauce,N,4
2024-02-06,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,5
2024-02-06,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,1
2024-02-06,In Room Dining(K),더덕주,Deodeokju,N,2
2024-02-06,In Room Dining(K),딸기라떼,,N,1
2024-02-06,In Room Dining(K),비프 머쉬룸 마샬라,Beef Mushroom Marsala,N,1
2024-02-06,In Room Dining(K),사이다,Cider,N,1
2024-02-06,In Room Dining(K),산야초 은갈치조림,Braised Cutlassfish,N,3
2024-02-06,In Room Dining(K),설중매,Seoljungmae,N,3
2024-02-06,In Room Dining(K),소면사리,Thin Noodles,N,1
2024-02-06,In Room Dining(K),신해탕(P),Spicy Offal Soup,N,2
2024-02-06,In Room Dining(K),안심 크림소스 스파게티,Beef Tenderloin Spaghetti,N,1
2024-02-06,In Room Dining(K),안심스테이크,Tenderloin Steak,N,2
2024-02-06,In Room Dining(K),일품진로,Super Premium Soju,N,4
2024-02-06,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,4
2024-02-06,In Room Dining(K),찹 스테이크,Beef Tenderloin Chop Steak,N,1
2024-02-06,In Room Dining(K),콜라,Coke,N,1
2024-02-06,In Room Dining(K),특별해장국(우거지),Daily Special Korean Soup,N,13
2024-02-06,In Room Dining(K),하겐다즈 미니컵,Haagen-Dazs Mini Cup,N,2
2024-02-06,In Room Dining(K),한국식 조찬,Korean Breakfast,N,8
2024-02-06,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,5
2024-02-06,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,1
2024-02-06,In Room Dining(K),활전복죽,Abalone Rice Porridge,N,1
2024-02-06,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,3
2024-02-07,In Room Dining(K),(VIP) A/C1,A. Cheese(VIP),N,1
2024-02-07,In Room Dining(K),(VIP) F/C2,A.Fruits((VIP),N,1
2024-02-07,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,2
2024-02-07,In Room Dining(K),(컨)낙지볶음과 소면,Octopus with Nooldle,N,2
2024-02-07,In Room Dining(K),(컨)비프 머쉬룸 마샬라,Beef Mushroom Marsala,N,2
2024-02-07,In Room Dining(K),(컨)신해탕(P),Spicy Offal Soup,N,1
2024-02-07,In Room Dining(K),(컨)안심크림 스파게티,Creme di Manzo,N,2
2024-02-07,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,1
2024-02-07,In Room Dining(K),(컨)키위주스,Fresh Kiwi Juice,N,1
2024-02-07,In Room Dining(K),(컨)토마토 스파게티,Pomodoro di Mare,N,1
2024-02-07,In Room Dining(K),(컨)한국식 조찬,Korean Breakfast,N,3
2024-02-07,In Room Dining(K),(컨)한우버섯 불고기정식,"Korean Beef ""Bulgogi""",N,2
2024-02-07,In Room Dining(K),(컨)해산물 빠에야(P),Langosta Seafood Paella,N,2
2024-02-07,In Room Dining(K),(컨)활 전복죽,Rice Porridge with Abalone,N,1
2024-02-07,In Room Dining(K),(컨)후라이드 닭다리살과 오징어튀김,Fried Chicken Thighs and Fried Whole Calamari,N,2
2024-02-07,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,6
2024-02-07,In Room Dining(K),계란후라이,Fried Eggs,N,3
2024-02-07,In Room Dining(K),계절과일 (1인),Fresh Fruit in Season,N,2
2024-02-07,In Room Dining(K),곤드레 돌솥보리밥,Stone Cooked Barley Rice in Gondeure Soybean,N,1
2024-02-07,In Room Dining(K),공기밥,Steamed Rice,N,20
2024-02-07,In Room Dining(K),기본 1찬,Side Dish 1kind,N,2
2024-02-07,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,22
2024-02-07,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,3
2024-02-07,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,1
2024-02-07,In Room Dining(K),더덕주,Deodeokju,N,3
2024-02-07,In Room Dining(K),딸기라떼,,N,2
2024-02-07,In Room Dining(K),모둠 계절과일,Platter of Various Fresh Fruit,N,1
2024-02-07,In Room Dining(K),산야초 은갈치조림,Braised Cutlassfish,N,1
2024-02-07,In Room Dining(K),설중매,Seoljungmae,N,7
2024-02-07,In Room Dining(K),소면사리,Thin Noodles,N,1
2024-02-07,In Room Dining(K),신해탕(P),Spicy Offal Soup,N,2
2024-02-07,In Room Dining(K),아이스커피 ,Ice Coffee,N,1
2024-02-07,In Room Dining(K),안심 크림소스 스파게티,Beef Tenderloin Spaghetti,N,3
2024-02-07,In Room Dining(K),안심스테이크,Tenderloin Steak,N,1
2024-02-07,In Room Dining(K),약선 활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,3
2024-02-07,In Room Dining(K),어린이세트(P),Hihou Children's Set,N,1
2024-02-07,In Room Dining(K),얼음,Ice bucket,N,1
2024-02-07,In Room Dining(K),일품진로,Super Premium Soju,N,3
2024-02-07,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,7
2024-02-07,In Room Dining(K),찹 스테이크,Beef Tenderloin Chop Steak,N,3
2024-02-07,In Room Dining(K),카스,Cass,N,3
2024-02-07,In Room Dining(K),특별해장국(우거지),Daily Special Korean Soup,N,9
2024-02-07,In Room Dining(K),하우스1340 (R),House Red Wine,N,1
2024-02-07,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,6
2024-02-07,In Room Dining(K),한국식 조찬,Korean Breakfast,N,12
2024-02-07,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,3
2024-02-07,In Room Dining(K),해산물 빠에야(P),Langosta Seafood Paella,N,2
2024-02-07,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,1
2024-02-07,In Room Dining(K),활전복죽,Abalone Rice Porridge,N,3
2024-02-07,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,4
2024-02-08,In Room Dining(K),(VIP) F1,F1(VIP),N,2
2024-02-08,In Room Dining(K),(컨)간고등어구이정식,Grilled Salted Mackerel,N,2
2024-02-08,In Room Dining(K),(컨)공기밥,Steamed Rice,N,5
2024-02-08,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,5
2024-02-08,In Room Dining(K),(컨)신해탕(P),Spicy Offal Soup,N,1
2024-02-08,In Room Dining(K),(컨)안심크림 스파게티,Creme di Manzo,N,1
2024-02-08,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,1
2024-02-08,In Room Dining(K),(컨)토마토 스파게티,Pomodoro di Mare,N,2
2024-02-08,In Room Dining(K),(컨)해산물 빠에야(P),Langosta Seafood Paella,N,1
2024-02-08,In Room Dining(K),(컨)활 전복죽,Rice Porridge with Abalone,N,1
2024-02-08,In Room Dining(K),(컨)후라이드 닭다리살과 오징어튀김,Fried Chicken Thighs and Fried Whole Calamari,N,1
2024-02-08,In Room Dining(K),1340문배주,Munbaeju,N,6
2024-02-08,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,2
2024-02-08,In Room Dining(K),계절과일 (1인),Fresh Fruit in Season,N,1
2024-02-08,In Room Dining(K),곤드레 돌솥보리밥,Stone Cooked Barley Rice in Gondeure Soybean,N,2
2024-02-08,In Room Dining(K),공기밥,Steamed Rice,N,18
2024-02-08,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,15
2024-02-08,In Room Dining(K),꽃등심스테이크,Grilled Beef Rib-eye Steak with Red wine sauce,N,1
2024-02-08,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,5
2024-02-08,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,3
2024-02-08,In Room Dining(K),산야초 은갈치조림,Braised Cutlassfish,N,2
2024-02-08,In Room Dining(K),설중매,Seoljungmae,N,3
2024-02-08,In Room Dining(K),신해탕(P),Spicy Offal Soup,N,3
2024-02-08,In Room Dining(K),아이스커피 ,Ice Coffee,N,2
2024-02-08,In Room Dining(K),안심 크림소스 스파게티,Beef Tenderloin Spaghetti,N,3
2024-02-08,In Room Dining(K),안심스테이크,Tenderloin Steak,N,2
2024-02-08,In Room Dining(K),야채쌈,Leaf Wraps,N,2
2024-02-08,In Room Dining(K),약선 활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,2
2024-02-08,In Room Dining(K),얼음,Ice bucket,N,1
2024-02-08,In Room Dining(K),일품진로,Super Premium Soju,N,2
2024-02-08,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,8
2024-02-08,In Room Dining(K),찹 스테이크,Beef Tenderloin Chop Steak,N,1
2024-02-08,In Room Dining(K),카스,Cass,N,1
2024-02-08,In Room Dining(K),커피,Coffee,N,2
2024-02-08,In Room Dining(K),특별해장국(해물뚝배기),,N,4
2024-02-08,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,3
2024-02-08,In Room Dining(K),한국식 조찬,Korean Breakfast,N,8
2024-02-08,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,7
2024-02-08,In Room Dining(K),해산물 빠에야(P),Langosta Seafood Paella,N,3
2024-02-08,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,2
2024-02-08,In Room Dining(K),활전복죽,Abalone Rice Porridge,N,5
2024-02-08,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,2
2024-02-09,In Room Dining(K),(VIP) A/C1,A. Cheese(VIP),N,2
2024-02-09,In Room Dining(K),(VIP) F/C2,A.Fruits((VIP),N,2
2024-02-09,In Room Dining(K),(VIP) F1,F1(VIP),N,1
2024-02-09,In Room Dining(K),(컨)간고등어구이정식,Grilled Salted Mackerel,N,3
2024-02-09,In Room Dining(K),(컨)계절과일과 모둠치즈,Fresh Fruits & Assorted Cheeses,N,1
2024-02-09,In Room Dining(K),(컨)공기밥,Steamed Rice,N,9
2024-02-09,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,18
2024-02-09,In Room Dining(K),(컨)낙지볶음과 소면,Octopus with Nooldle,N,2
2024-02-09,In Room Dining(K),(컨)딸기라떼,Strawberry Latte,N,1
2024-02-09,In Room Dining(K),(컨)비프 머쉬룸 마샬라,Beef Mushroom Marsala,N,1
2024-02-09,In Room Dining(K),(컨)소고기등심 가지볶음,Stir-fried Beef Sirloin,N,1
2024-02-09,In Room Dining(K),(컨)안심크림 스파게티,Creme di Manzo,N,4
2024-02-09,In Room Dining(K),(컨)어린이세트(P),Hihou Children's Set,N,2
2024-02-09,In Room Dining(K),(컨)오렌지주스,Fresh Orange Juice,N,1
2024-02-09,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,5
2024-02-09,In Room Dining(K),(컨)커피,Coffee,N,1
2024-02-09,In Room Dining(K),(컨)키위주스,Fresh Kiwi Juice,N,1
2024-02-09,In Room Dining(K),(컨)토마토 스파게티,Pomodoro di Mare,N,3
2024-02-09,In Room Dining(K),(컨)한국식 조찬,Korean Breakfast,N,5
2024-02-09,In Room Dining(K),(컨)해산물 빠에야(P),Langosta Seafood Paella,N,1
2024-02-09,In Room Dining(K),(컨)활 전복죽,Rice Porridge with Abalone,N,2
2024-02-09,In Room Dining(K),(컨)후라이드 닭다리살과 오징어튀김,Fried Chicken Thighs and Fried Whole Calamari,N,2
2024-02-09,In Room Dining(K),1340문배주,Munbaeju,N,5
2024-02-09,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,9
2024-02-09,In Room Dining(K),감자튀김,Fried Potato,N,1
2024-02-09,In Room Dining(K),계란후라이,Fried Eggs,N,6
2024-02-09,In Room Dining(K),곤드레 돌솥보리밥,Stone Cooked Barley Rice in Gondeure Soybean,N,3
2024-02-09,In Room Dining(K),공기밥,Steamed Rice,N,37
2024-02-09,In Room Dining(K),기본 1찬,Side Dish 1kind,N,2
2024-02-09,In Room Dining(K),김추가,,N,1
2024-02-09,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,30
2024-02-09,In Room Dining(K),꽃등심스테이크,Grilled Beef Rib-eye Steak with Red wine sauce,N,2
2024-02-09,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,10
2024-02-09,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,4
2024-02-09,In Room Dining(K),더덕주,Deodeokju,N,4
2024-02-09,In Room Dining(K),딸기라떼,,N,1
2024-02-09,In Room Dining(K),메론 (1인),Melon(Per Person),N,1
2024-02-09,In Room Dining(K),모닝롤(2ea),,N,1
2024-02-09,In Room Dining(K),모둠 계절과일,Platter of Various Fresh Fruit,N,5
2024-02-09,In Room Dining(K),모듬치즈와 저키(육포),Assorted Cheeses and Dried Meats,N,3
2024-02-09,In Room Dining(K),비프 머쉬룸 마샬라,Beef Mushroom Marsala,N,1
2024-02-09,In Room Dining(K),사이다,Cider,N,1
2024-02-09,In Room Dining(K),산야초 은갈치조림,Braised Cutlassfish,N,3
2024-02-09,In Room Dining(K),설중매,Seoljungmae,N,1
2024-02-09,In Room Dining(K),소등심 가지볶음,Stir fried Beef Sirloin,N,1
2024-02-09,In Room Dining(K),소면사리,Thin Noodles,N,1
2024-02-09,In Room Dining(K),신해탕(P),Spicy Offal Soup,N,3
2024-02-09,In Room Dining(K),아이스커피 ,Ice Coffee,N,3
2024-02-09,In Room Dining(K),안심 크림소스 스파게티,Beef Tenderloin Spaghetti,N,1
2024-02-09,In Room Dining(K),안심스테이크,Tenderloin Steak,N,1
2024-02-09,In Room Dining(K),약선 활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,2
2024-02-09,In Room Dining(K),얼음,Ice bucket,N,1
2024-02-09,In Room Dining(K),일품진로,Super Premium Soju,N,2
2024-02-09,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,19
2024-02-09,In Room Dining(K),찹 스테이크,Beef Tenderloin Chop Steak,N,5
2024-02-09,In Room Dining(K),카스,Cass,N,4
2024-02-09,In Room Dining(K),커피,Coffee,N,8
2024-02-09,In Room Dining(K),특별해장국(해물뚝배기),,N,8
2024-02-09,In Room Dining(K),포기김치,Kimchi,N,1
2024-02-09,In Room Dining(K),하겐다즈 미니컵,Haagen-Dazs Mini Cup,N,1
2024-02-09,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,4
2024-02-09,In Room Dining(K),한국식 조찬,Korean Breakfast,N,22
2024-02-09,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,4
2024-02-09,In Room Dining(K),해산물 빠에야(P),Langosta Seafood Paella,N,4
2024-02-09,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,3
2024-02-09,In Room Dining(K),활전복죽,Abalone Rice Porridge,N,4
2024-02-09,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,13
2024-02-10,In Room Dining(K),(VIP) F1,F1(VIP),N,7
2024-02-10,In Room Dining(K),(컨)간고등어구이정식,Grilled Salted Mackerel,N,2
2024-02-10,In Room Dining(K),(컨)계절과일과 모둠치즈,Fresh Fruits & Assorted Cheeses,N,3
2024-02-10,In Room Dining(K),(컨)공기밥,Steamed Rice,N,15
2024-02-10,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,8
2024-02-10,In Room Dining(K),(컨)낙지볶음과 소면,Octopus with Nooldle,N,1
2024-02-10,In Room Dining(K),(컨)딸기라떼,Strawberry Latte,N,1
2024-02-10,In Room Dining(K),(컨)소고기등심 가지볶음,Stir-fried Beef Sirloin,N,2
2024-02-10,In Room Dining(K),(컨)신해탕(P),Spicy Offal Soup,N,2
2024-02-10,In Room Dining(K),(컨)아이스커피,Ice Coffee,N,4
2024-02-10,In Room Dining(K),(컨)안심크림 스파게티,Creme di Manzo,N,1
2024-02-10,In Room Dining(K),(컨)어린이세트(P),Hihou Children's Set,N,2
2024-02-10,In Room Dining(K),(컨)오렌지주스,Fresh Orange Juice,N,1
2024-02-10,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,5
2024-02-10,In Room Dining(K),(컨)찹스테이크,Beef Tenderloin Chop Steak,N,2
2024-02-10,In Room Dining(K),(컨)커피,Coffee,N,1
2024-02-10,In Room Dining(K),(컨)키위주스,Fresh Kiwi Juice,N,3
2024-02-10,In Room Dining(K),(컨)토마토 스파게티,Pomodoro di Mare,N,1
2024-02-10,In Room Dining(K),(컨)한국식 조찬,Korean Breakfast,N,7
2024-02-10,In Room Dining(K),(컨)한우버섯 불고기정식,"Korean Beef ""Bulgogi""",N,4
2024-02-10,In Room Dining(K),(컨)활 전복죽,Rice Porridge with Abalone,N,3
2024-02-10,In Room Dining(K),(컨)활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,1
2024-02-10,In Room Dining(K),(컨)후라이드 닭다리살과 오징어튀김,Fried Chicken Thighs and Fried Whole Calamari,N,6
2024-02-10,In Room Dining(K),1340문배주,Munbaeju,N,7
2024-02-10,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,13
2024-02-10,In Room Dining(K),감자튀김,Fried Potato,N,1
2024-02-10,In Room Dining(K),계란후라이,Fried Eggs,N,13
2024-02-10,In Room Dining(K),계절과일 (1인),Fresh Fruit in Season,N,1
2024-02-10,In Room Dining(K),곤드레 돌솥보리밥,Stone Cooked Barley Rice in Gondeure Soybean,N,6
2024-02-10,In Room Dining(K),공기밥,Steamed Rice,N,38
2024-02-10,In Room Dining(K),김추가,,N,1
2024-02-10,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,33
2024-02-10,In Room Dining(K),꽃등심스테이크,Grilled Beef Rib-eye Steak with Red wine sauce,N,3
2024-02-10,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,5
2024-02-10,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,4
2024-02-10,In Room Dining(K),더덕주,Deodeokju,N,2
2024-02-10,In Room Dining(K),딸기라떼,,N,4
2024-02-10,In Room Dining(K),마늘빵,Garlic Bread,N,1
2024-02-10,In Room Dining(K),메론 (1인),Melon(Per Person),N,2
2024-02-10,In Room Dining(K),모둠 계절과일,Platter of Various Fresh Fruit,N,8
2024-02-10,In Room Dining(K),모듬치즈와 저키(육포),Assorted Cheeses and Dried Meats,N,1
2024-02-10,In Room Dining(K),버시오 모스카또 다스티(화이트/이탈리아),Bosio Moscato d’Asti,N,2
2024-02-10,In Room Dining(K),비프 머쉬룸 마샬라,Beef Mushroom Marsala,N,2
2024-02-10,In Room Dining(K),산야초 은갈치조림,Braised Cutlassfish,N,5
2024-02-10,In Room Dining(K),설중매,Seoljungmae,N,6
2024-02-10,In Room Dining(K),소등심 가지볶음,Stir fried Beef Sirloin,N,2
2024-02-10,In Room Dining(K),쉐프추천 건강주스,Chef-Recommended Health Juice,N,1
2024-02-10,In Room Dining(K),신해탕(P),Spicy Offal Soup,N,3
2024-02-10,In Room Dining(K),아이스커피 ,Ice Coffee,N,7
2024-02-10,In Room Dining(K),안심 크림소스 스파게티,Beef Tenderloin Spaghetti,N,6
2024-02-10,In Room Dining(K),안심스테이크,Tenderloin Steak,N,3
2024-02-10,In Room Dining(K),약선 활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,4
2024-02-10,In Room Dining(K),어린이세트(P),Hihou Children's Set,N,1
2024-02-10,In Room Dining(K),얼음,Ice bucket,N,1
2024-02-10,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,9
2024-02-10,In Room Dining(K),찹 스테이크,Beef Tenderloin Chop Steak,N,3
2024-02-10,In Room Dining(K),청양고추(4ea),,N,1
2024-02-10,In Room Dining(K),카스,Cass,N,7
2024-02-10,In Room Dining(K),커피,Coffee,N,4
2024-02-10,In Room Dining(K),특별해장국(떡만두국),Daily Special Korean Soup,N,23
2024-02-10,In Room Dining(K),포기김치,Kimchi,N,1
2024-02-10,In Room Dining(K),하겐다즈 미니컵,Haagen-Dazs Mini Cup,N,10
2024-02-10,In Room Dining(K),하우스1340 (R),House Red Wine,N,3
2024-02-10,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,3
2024-02-10,In Room Dining(K),한국식 조찬,Korean Breakfast,N,17
2024-02-10,In Room Dining(K),한식국,Korean Soup,N,1
2024-02-10,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,10
2024-02-10,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,5
